Date,Time,Generation,Demand,Loadshed,Gas,Liquid Fuel,Coal,Hydro,Solar,Wind,Bheramara HVDC,Tripura,Adani,Remarks
20.04.2015,22:00:00,6702,6702,0,3648,2418,160,42,0,0,434,0,0,
20.04.2015,21:00:00,6636.5,6636.5,0,3699.166667,2301.5,158.8333333,41.66666667,0,0,435.3333333,0,0,
20.04.2015,20:00:00,6571,6571,0,3750.333333,2185,157.6666667,41.33333333,0,0,436.6666667,0,0,Evening Peak
20.04.2015,19:00:00,6505.5,6505.5,0,3801.5,2068.5,156.5,41,0,0,438,0,0,
20.04.2015,18:00:00,6440,6440,0,3852.666667,1952,155.3333333,40.66666667,0,0,439.3333333,0,0,
20.04.2015,23:00:00,6506,6506,0,3972,1908,152,41.33333333,0,0,432.6666667,0,0,
20.04.2015,17:00:00,6374.5,6374.5,0,3903.833333,1835.5,154.1666667,40.33333333,0,0,440.6666667,0,0,
20.04.2015,16:00:00,6309,6309,0,3955,1719,153,40,0,0,442,0,0,Day Peak
20.04.2015,15:00:00,6218,6218,0,3905,1673,158,40,0,0,442,0,0,
20.04.2015,13:00:00,6064,6064,0,3898,1523,160,42,0,0,441,0,0,
20.04.2015,14:00:00,6069,6069,0,3952,1477,157,42,0,0,441,0,0,
20.04.2015,0:00:00,6310,6310,0,4296,1398,144,40.66666667,0,0,431.3333333,0,0,
20.04.2015,12:00:00,5808,5808,0,3853,1317,155,42,0,0,441,0,0,
20.04.2015,11:00:00,5787,5787,0,3976,1168,159,42,0,0,442,0,0,
20.04.2015,10:00:00,5603,5603,0,4014,956,149,42,0,0,442,0,0,
20.04.2015,1:00:00,5678,5678,0,4140,895,162,40,0,0,441,0,0,
20.04.2015,2:00:00,5607.285714,5607.285714,0,4118.428571,848.7142857,160.5714286,38.57142857,0,0,441,0,0,
20.04.2015,3:00:00,5536.571429,5536.571429,0,4096.857143,802.4285714,159.1428571,37.14285714,0,0,441,0,0,
20.04.2015,4:00:00,5465.857143,5465.857143,0,4075.285714,756.1428571,157.7142857,35.71428571,0,0,441,0,0,
20.04.2015,9:00:00,5569,5569,0,4209,738,151,30,0,0,441,0,0,
20.04.2015,5:00:00,5395.142857,5395.142857,0,4053.714286,709.8571429,156.2857143,34.28571429,0,0,441,0,0,
20.04.2015,6:00:00,5324.428571,5324.428571,0,4032.142857,663.5714286,154.8571429,32.85714286,0,0,441,0,0,
20.04.2015,7:00:00,5253.714286,5253.714286,0,4010.571429,617.2857143,153.4285714,31.42857143,0,0,441,0,0,
20.04.2015,8:00:00,5183,5183,0,3989,571,152,30,0,0,441,0,0,
21.04.2015,20:00:00,7473,7473,0,4496,2319,146,82,0,0,430,0,0,Evening Peak
21.04.2015,19:00:00,7390,7390,0,4478,2266,146,70,0,0,430,0,0,
21.04.2015,21:00:00,6904,6904,0,4400,1884,148,42,0,0,430,0,0,
21.04.2015,22:00:00,6712,6712,0,4515,1563,162,42,0,0,430,0,0,
21.04.2015,17:00:00,6224,6224,0,4144,1465,145,40,0,0,430,0,0,
21.04.2015,16:00:00,6271,6271,0,4368,1463,145,40,0,0,430,0,0,Day Peak
21.04.2015,18:00:00,6098,6098,0,4040,1452,146,30,0,0,430,0,0,
21.04.2015,15:00:00,5943,5943,0,4233,1421,143,44,0,0,430,0,0,
21.04.2015,12:00:00,5940,5940,0,4184,1133,145,44,0,0,434,0,0,
21.04.2015,14:00:00,5943,5943,0,4234,1086,146,44,0,0,434,0,0,
21.04.2015,13:00:00,5947,5947,0,4256,1073,140,44,0,0,434,0,0,
21.04.2015,11:00:00,5769,5769,0,4113,1032,144,44,0,0,436,0,0,
21.04.2015,23:00:00,6551,6551,0,4620,888,136,40,0,0,430,0,0,
21.04.2015,0:00:00,6114,6114,0,4620,888,136,40,0,0,430,0,0,
21.04.2015,10:00:00,5616,5616,0,4139.5,852.5,144,44,0,0,436,0,0,
21.04.2015,1:00:00,6005.5,6005.5,0,4570.25,828.625,137.25,38.75,0,0,430.625,0,0,
21.04.2015,2:00:00,5897,5897,0,4520.5,769.25,138.5,37.5,0,0,431.25,0,0,
21.04.2015,3:00:00,5788.5,5788.5,0,4470.75,709.875,139.75,36.25,0,0,431.875,0,0,
21.04.2015,9:00:00,5463,5463,0,4166,673,144,44,0,0,436,0,0,
21.04.2015,4:00:00,5680,5680,0,4421,650.5,141,35,0,0,432.5,0,0,
21.04.2015,5:00:00,5571.5,5571.5,0,4371.25,591.125,142.25,33.75,0,0,433.125,0,0,
21.04.2015,6:00:00,5463,5463,0,4321.5,531.75,143.5,32.5,0,0,433.75,0,0,
21.04.2015,7:00:00,5354.5,5354.5,0,4271.75,472.375,144.75,31.25,0,0,434.375,0,0,
21.04.2015,8:00:00,5246,5246,0,4222,413,146,30,0,0,435,0,0,
22.04.2015,19:00:00,6811,6811,0,4431,1738,158,44,0,0,440,0,0,Evening Peak
22.04.2015,20:00:00,6758,6758,0,4543,1570,159,46,0,0,440,0,0,
22.04.2015,21:00:00,6336,6336,0,4415,1288,163,30,0,0,440,0,0,
22.04.2015,22:00:00,5811,5811,0,4158,1021,162,30,0,0,440,0,0,
22.04.2015,18:00:00,5731,5731,0,4086,1014,161,30,0,0,440,0,0,
22.04.2015,15:00:00,6006,6006,0,4373,993,158,43,0,0,439,0,0,Day Peak
22.04.2015,16:00:00,5946,5946,0,4356,950,159,42,0,0,439,0,0,
22.04.2015,17:00:00,5791,5791,0,4237,910,161,44,0,0,439,0,0,
22.04.2015,23:00:00,4933.5,4933.5,0,3713.5,588.5,160,30,0,0,441.5,0,0,
22.04.2015,14:00:00,5331,5331,0,4175,521,152,44,0,0,439,0,0,
22.04.2015,13:00:00,5157,5157,0,4072,444,157,43,0,0,441,0,0,
22.04.2015,12:00:00,5085,5085,0,4042,403,156,43,0,0,441,0,0,
22.04.2015,1:00:00,5041,5041,0,4085,328,158,40,0,0,430,0,0,
22.04.2015,11:00:00,4844,4844,0,3886,327,147,42,0,0,442,0,0,
22.04.2015,0:00:00,4053,4053,0,3106,316,158,30,0,0,443,0,0,
22.04.2015,10:00:00,4530.5,4530.5,0,3614.5,285.5,153,55.5,0,0,440.5,0,0,
22.04.2015,2:00:00,3482,3482,0,2693,253,158,40,0,0,338,0,0,
22.04.2015,9:00:00,4217,4217,0,3343,244,159,69,0,0,439,0,0,
22.04.2015,8:00:00,3485,3485,0,2634,222,158,32,0,0,439,0,0,
22.04.2015,7:00:00,3366,3366,0,2520,215,161,30,0,0,440,0,0,
22.04.2015,4:00:00,3153,3153,0,2369,158,156,30,0,0,440,0,0,
22.04.2015,5:00:00,3273,3273,0,2488,157,159,30,0,0,439,0,0,
22.04.2015,3:00:00,3187,3187,0,2391,157,159,41,0,0,439,0,0,
22.04.2015,6:00:00,3215,3215,0,2446,139,161,30,0,0,439,0,0,
23.04.2015,19:00:00,6821,6821,0,4510,1679,159,40,0,0,433,0,0,Evening Peak
23.04.2015,20:00:00,6667,6667,0,4511,1523,159,41,0,0,433,0,0,
23.04.2015,21:00:00,5889,5889,0,4305,939,160,41,0,0,444,0,0,
23.04.2015,17:00:00,5692,5692,0,4235,819,159,46,0,0,433,0,0,
23.04.2015,16:00:00,5726,5726,0,4299,790,158,46,0,0,433,0,0,Day Peak
23.04.2015,18:00:00,5492,5492,0,4109,753,157,40,0,0,433,0,0,
23.04.2015,15:00:00,5610,5610,0,4276,697,160,43,0,0,434,0,0,
23.04.2015,22:00:00,4814,4814,0,3664,528,160,30,0,0,432,0,0,
23.04.2015,14:00:00,5340,5340,0,4281,423,163,40,0,0,433,0,0,
23.04.2015,12:00:00,5052,5052,0,4018,385,163,42,0,0,444,0,0,
23.04.2015,13:00:00,5224,5224,0,4215,360,163,42,0,0,444,0,0,
23.04.2015,11:00:00,4911,4911,0,3911,351,164,42,0,0,443,0,0,
23.04.2015,23:00:00,3910,3910,0,2988,292,157,30,0,0,443,0,0,
23.04.2015,10:00:00,4703,4703,0,3805,248,165,42,0,0,443,0,0,
23.04.2015,1:00:00,3976,3976,0,3116,230,158,30,0,0,442,0,0,
23.04.2015,4:00:00,3473,3473,0,2687,182,160,0,0,0,444,0,0,
23.04.2015,2:00:00,3839,3839,0,3029,177,161,30,0,0,442,0,0,
23.04.2015,3:00:00,3449,3449,0,2668,177,161,0,0,0,443,0,0,
23.04.2015,9:00:00,4228,4228,0,3379,172,164,70,0,0,443,0,0,
23.04.2015,5:00:00,3487,3487,0,2709,172,183,0,0,0,443,0,0,
23.04.2015,6:00:00,3326,3326,0,2557,165,160,0,0,0,444,0,0,
23.04.2015,8:00:00,3586,3586,0,2820,160,163,0,0,0,443,0,0,
23.04.2015,7:00:00,3459,3459,0,2692,160,163,0,0,0,444,0,0,
23.04.2015,0:00:00,4056,4056,0,3269,156,158,30,0,0,443,0,0,
24.04.2015,20:00:00,6790,6790,0,4616,1522,162,44,0,0,446,0,0,Evening Peak
24.04.2015,19:00:00,6517,6517,0,4420,1451,157,44,0,0,445,0,0,
24.04.2015,21:00:00,6751,6751,0,4914,1187,160,44,0,0,446,0,0,
24.04.2015,22:00:00,6362,6362,0,4884,826,161,45,0,0,446,0,0,
24.04.2015,23:00:00,5840,5840,0,4848,356,149,42,0,0,445,0,0,
24.04.2015,18:00:00,4677,4677,0,3779,264,158,30,0,0,446,0,0,
24.04.2015,0:00:00,5580,5580,0,4685,250,157,42,0,0,446,0,0,
24.04.2015,6:00:00,3255,3255,0,2652,159,162,30,0,0,252,0,0,
24.04.2015,5:00:00,3373,3373,0,2774,158,158,31,0,0,252,0,0,
24.04.2015,14:00:00,4449,4449,0,3687,157,160,0,0,0,445,0,0,
24.04.2015,13:00:00,4403,4403,0,3655,140,162,0,0,0,446,0,0,
24.04.2015,10:00:00,3660,3660,0,2912,139,163,0,0,0,446,0,0,
24.04.2015,9:00:00,3473,3473,0,2729,139,159,0,0,0,446,0,0,
24.04.2015,8:00:00,3278,3278,0,2733,139,154,0,0,0,252,0,0,
24.04.2015,7:00:00,3167,3167,0,2631,132,152,0,0,0,252,0,0,
24.04.2015,16:00:00,4763,4763,0,4006,125,157,30,0,0,445,0,0,Day Peak
24.04.2015,17:00:00,4593,4593,0,3833,125,159,30,0,0,446,0,0,
24.04.2015,12:00:00,4197,4197,0,3464,124,163,0,0,0,446,0,0,
24.04.2015,1:00:00,3629,3629,0,2877,124,156,30,0,0,442,0,0,
24.04.2015,3:00:00,3511,3511,0,2948,124,157,30,0,0,252,0,0,
24.04.2015,2:00:00,3486,3486,0,2872,124,156,30,0,0,304,0,0,
24.04.2015,4:00:00,3397,3397,0,2830,124,159,32,0,0,252,0,0,
24.04.2015,11:00:00,3813,3813,0,3086,122,160,0,0,0,445,0,0,
24.04.2015,15:00:00,4725,4725,0,4009,115,156,0,0,0,445,0,0,
25.04.2015,19:00:00,6085,6085,0,4623,807,157,46,0,0,452,0,0,
25.04.2015,20:00:00,6248,6248,0,4901,693,156,46,0,0,452,0,0,Evening Peak
25.04.2015,21:00:00,6167,6167,0,4958,554,156,46,0,0,453,0,0,
25.04.2015,22:00:00,6022,6022,0,4865,500.5,157.5,46,0,0,453,0,0,
25.04.2015,23:00:00,5877,5877,0,4772,447,159,46,0,0,453,0,0,
25.04.2015,0:00:00,5732,5732,0,4679,393.5,160.5,46,0,0,453,0,0,
25.04.2015,18:00:00,4928,4928,0,3930,351,151,43,0,0,453,0,0,
25.04.2015,1:00:00,5197,5197,0,4379,184,158,30,0,0,446,0,0,
25.04.2015,2:00:00,4987,4987,0,4189,161,161,30,0,0,446,0,0,
25.04.2015,5:00:00,4230,4230,0,3436,161,158,30,0,0,445,0,0,
25.04.2015,17:00:00,4511,4511,0,3809,150,159,46,0,0,347,0,0,
25.04.2015,13:00:00,4214,4214,0,3611,147,156,40,0,0,260,0,0,
25.04.2015,3:00:00,4703,4703,0,3930,141,156,30,0,0,446,0,0,
25.04.2015,4:00:00,4510,4510,0,3745,131,159,30,0,0,445,0,0,
25.04.2015,15:00:00,4526,4526,0,3968,108,160,30,0,0,260,0,0,
25.04.2015,16:00:00,4653,4653,0,4087,103,157,46,0,0,260,0,0,Day Peak
25.04.2015,14:00:00,4380,4380,0,3826,98,156,40,0,0,260,0,0,
25.04.2015,6:00:00,3783,3783,0,3089,68,160,20,0,0,446,0,0,
25.04.2015,11:00:00,4242,4242,0,3747,58,155,22,0,0,260,0,0,
25.04.2015,9:00:00,4025,4025,0,3338,58,157,22,0,0,450,0,0,
25.04.2015,10:00:00,3948,3948,0,3266,58,152,22,0,0,450,0,0,
25.04.2015,7:00:00,3625,3625,0,2942,58,158,22,0,0,445,0,0,
25.04.2015,8:00:00,3624,3624,0,2971,58,123,22,0,0,450,0,0,
25.04.2015,12:00:00,4390,4390,0,3885,50,155,40,0,0,260,0,0,
26.04.2015,22:00:00,6363,6363,0,4961,746,160,44,0,0,452,0,0,
26.04.2015,21:00:00,6327.727273,6327.727273,0,4943.954545,727.5454545,160.0909091,44.09090909,0,0,452.0454545,0,0,
26.04.2015,20:00:00,6292.454545,6292.454545,0,4926.909091,709.0909091,160.1818182,44.18181818,0,0,452.0909091,0,0,Evening Peak
26.04.2015,19:00:00,6257.181818,6257.181818,0,4909.863636,690.6363636,160.2727273,44.27272727,0,0,452.1363636,0,0,
26.04.2015,18:00:00,6221.909091,6221.909091,0,4892.818182,672.1818182,160.3636364,44.36363636,0,0,452.1818182,0,0,
26.04.2015,17:00:00,6186.636364,6186.636364,0,4875.772727,653.7272727,160.4545455,44.45454545,0,0,452.2272727,0,0,
26.04.2015,16:00:00,6151.363636,6151.363636,0,4858.727273,635.2727273,160.5454545,44.54545455,0,0,452.2727273,0,0,Day Peak
26.04.2015,15:00:00,6116.090909,6116.090909,0,4841.681818,616.8181818,160.6363636,44.63636364,0,0,452.3181818,0,0,
26.04.2015,14:00:00,6080.818182,6080.818182,0,4824.636364,598.3636364,160.7272727,44.72727273,0,0,452.3636364,0,0,
26.04.2015,13:00:00,6045.545455,6045.545455,0,4807.590909,579.9090909,160.8181818,44.81818182,0,0,452.4090909,0,0,
26.04.2015,12:00:00,6010.272727,6010.272727,0,4790.545455,561.4545455,160.9090909,44.90909091,0,0,452.4545455,0,0,
26.04.2015,11:00:00,5975,5975,0,4773.5,543,161,45,0,0,452.5,0,0,
26.04.2015,10:00:00,5939.727273,5939.727273,0,4756.454545,524.5454545,161.0909091,45.09090909,0,0,452.5454545,0,0,
26.04.2015,23:00:00,5995,5995,0,4822,510,164,46,0,0,453,0,0,
26.04.2015,9:00:00,5904.454545,5904.454545,0,4739.409091,506.0909091,161.1818182,45.18181818,0,0,452.5909091,0,0,
26.04.2015,8:00:00,5869.181818,5869.181818,0,4722.363636,487.6363636,161.2727273,45.27272727,0,0,452.6363636,0,0,
26.04.2015,7:00:00,5833.909091,5833.909091,0,4705.318182,469.1818182,161.3636364,45.36363636,0,0,452.6818182,0,0,
26.04.2015,6:00:00,5798.636364,5798.636364,0,4688.272727,450.7272727,161.4545455,45.45454545,0,0,452.7272727,0,0,
26.04.2015,5:00:00,5763.363636,5763.363636,0,4671.227273,432.2727273,161.5454545,45.54545455,0,0,452.7727273,0,0,
26.04.2015,4:00:00,5728.090909,5728.090909,0,4654.181818,413.8181818,161.6363636,45.63636364,0,0,452.8181818,0,0,
26.04.2015,3:00:00,5692.818182,5692.818182,0,4637.136364,395.3636364,161.7272727,45.72727273,0,0,452.8636364,0,0,
26.04.2015,2:00:00,5657.545455,5657.545455,0,4620.090909,376.9090909,161.8181818,45.81818182,0,0,452.9090909,0,0,
26.04.2015,1:00:00,5622.272727,5622.272727,0,4603.045455,358.4545455,161.9090909,45.90909091,0,0,452.9545455,0,0,
26.04.2015,0:00:00,5587,5587,0,4586,340,162,46,0,0,453,0,0,
27.04.2015,19:00:00,6323,6323,0,4572,1088,157,45,0,0,461,0,0,Evening Peak
27.04.2015,20:00:00,6244,6244,0,4695,889,154,45,0,0,461,0,0,
27.04.2015,21:00:00,6178,6178,0,4680,836,157,44,0,0,461,0,0,
27.04.2015,22:00:00,5784,5784,0,4487,643,155,42,0,0,457,0,0,
27.04.2015,18:00:00,5194,5194,0,4094,436,158,45,0,0,461,0,0,
27.04.2015,13:00:00,5459,5459,0,4445,363,148,45,0,0,458,0,0,
27.04.2015,23:00:00,5499,5499,0,4473,361,158,46,0,0,461,0,0,
27.04.2015,17:00:00,5300,5300,0,4294,342,159,44,0,0,461,0,0,
27.04.2015,16:00:00,5569,5569,0,4573,337,156,42,0,0,461,0,0,
27.04.2015,14:00:00,5424,5424,0,4469,311,156,30,0,0,458,0,0,
27.04.2015,15:00:00,5630,5630,0,4680,297,156,40,0,0,457,0,0,Day Peak
27.04.2015,12:00:00,5602,5602,0,4763,187,150,45,0,0,457,0,0,
27.04.2015,0:00:00,5246,5246,0,4412,170,157,46,0,0,461,0,0,
27.04.2015,11:00:00,5531,5531,0,4710,162,161,40,0,0,458,0,0,
27.04.2015,1:00:00,5236,5236,0,4417,159,162,46,0,0,452,0,0,
27.04.2015,10:00:00,5430,5430,0,4651,118,163,40,0,0,458,0,0,
27.04.2015,9:00:00,5200,5200,0,4425,117,171,30,0,0,457,0,0,
27.04.2015,8:00:00,4800,4800,0,4013,117,166,46,0,0,458,0,0,
27.04.2015,2:00:00,5064,5064,0,4282,116,162,46,0,0,458,0,0,
27.04.2015,3:00:00,4851,4851,0,4094,108,161,30,0,0,458,0,0,
27.04.2015,5:00:00,4717,4717,0,3968,97,164,30,0,0,458,0,0,
27.04.2015,4:00:00,4690,4690,0,3943,97,162,30,0,0,458,0,0,
27.04.2015,7:00:00,4621,4621,0,3556,97,165,46,0,0,457,0,0,
27.04.2015,6:00:00,4470,4470,0,3704,97,165,46,0,0,458,0,0,
28.04.2015,19:00:00,6718,6718,0,4844,1227,154,32,0,0,461,0,0,Evening Peak
28.04.2015,20:00:00,6713,6713,0,4892,1170,158,32,0,0,461,0,0,
28.04.2015,21:00:00,6582,6582,0,4952,968,157,44,0,0,461,0,0,
28.04.2015,22:00:00,6169,6169,0,4973,531,161,43,0,0,461,0,0,
28.04.2015,15:00:00,5471,5471,0,4339,476,160,35,0,0,461,0,0,Day Peak
28.04.2015,23:00:00,5764,5764,0,4702,401,158,42,0,0,461,0,0,
28.04.2015,18:00:00,5113,5113,0,4106,359,156,32,0,0,460,0,0,
28.04.2015,0:00:00,5519,5519,0,4510,343,161,44,0,0,461,0,0,
28.04.2015,16:00:00,5264,5264,0,4312,306,106,30,0,0,460,0,0,
28.04.2015,17:00:00,5116,5116,0,4165,299,159,32,0,0,461,0,0,
28.04.2015,14:00:00,5275,5275,0,4315,297,158,44,0,0,461,0,0,
28.04.2015,12:00:00,5331,5331,0,4406,265,155,44,0,0,461,0,0,
28.04.2015,13:00:00,5162,5162,0,4240,257,160,44,0,0,461,0,0,
28.04.2015,11:00:00,5035,5035,0,4176,207,161,30,0,0,461,0,0,
28.04.2015,10:00:00,4974,4974,0,4130,198,156,30,0,0,460,0,0,
28.04.2015,9:00:00,4710,4710,0,3932,131,156,30,0,0,461,0,0,
28.04.2015,1:00:00,4898,4898,0,4116,116,159,46,0,0,461,0,0,
28.04.2015,2:00:00,4690,4690,0,3924,101,159,46,0,0,460,0,0,
28.04.2015,3:00:00,4573,4573,0,3817,101,160,35,0,0,460,0,0,
28.04.2015,4:00:00,4442,4442,0,3685,101,160,35,0,0,461,0,0,
28.04.2015,5:00:00,4440,4440,0,3685,101,159,35,0,0,460,0,0,
28.04.2015,8:00:00,4408,4408,0,3659,101,157,30,0,0,461,0,0,
28.04.2015,7:00:00,4404,4404,0,3654,101,158,30,0,0,461,0,0,
28.04.2015,6:00:00,4288,4288,0,3537,101,159,30,0,0,461,0,0,
29.04.2015,19:00:00,7105,7105,0,4655,1793,159,46,0,0,452,0,0,
29.04.2015,20:00:00,7111,7111,0,4779,1684,159,42,0,0,452,0,0,Evening Peak
29.04.2015,21:00:00,7063,7063,0,4920,1488,158,46,0,0,451,0,0,
29.04.2015,22:00:00,6891,6891,0,4948,1302,160,30,0,0,451,0,0,
29.04.2015,23:00:00,6561,6561,0,4968,939,156,46,0,0,452,0,0,
29.04.2015,16:00:00,5876,5876,0,4524,697,161,42,0,0,452,0,0,
29.04.2015,18:00:00,5611,5611,0,4320,651,158,30,0,0,452,0,0,
29.04.2015,0:00:00,6214,6214,0,4961,597,158,46,0,0,452,0,0,
29.04.2015,17:00:00,5607,5607,0,4375,592,158,30,0,0,452,0,0,
29.04.2015,14:00:00,5846,5846,0,4687,510,156,41,0,0,452,0,0,
29.04.2015,15:00:00,5885,5885,0,4740,491,160,42,0,0,452,0,0,Day Peak
29.04.2015,13:00:00,5683,5683,0,4554,479,158,40,0,0,452,0,0,
29.04.2015,12:00:00,5576,5576,0,4457,468,159,40,0,0,452,0,0,
29.04.2015,11:00:00,5568,5568,0,4478,450,159,30,0,0,451,0,0,
29.04.2015,10:00:00,5484,5484,0,4384,444,160,45,0,0,451,0,0,
29.04.2015,9:00:00,5164,5164,0,4073,431,163,45,0,0,452,0,0,
29.04.2015,8:00:00,4850,4850,0,3849,357,162,30,0,0,452,0,0,
29.04.2015,1:00:00,5180,5180,0,4242,288,159,40,0,0,451,0,0,
29.04.2015,2:00:00,4989,4989,0,4060,279,159,40,0,0,451,0,0,
29.04.2015,3:00:00,4881,4881,0,3951,278,160,40,0,0,52,0,0,
29.04.2015,4:00:00,4761,4761,0,3831,278,161,40,0,0,451,0,0,
29.04.2015,5:00:00,4774,4774,0,3847,274,161,40,0,0,452,0,0,
29.04.2015,7:00:00,4710,4710,0,3819,248,161,30,0,0,452,0,0,
29.04.2015,6:00:00,4552,4552,0,3674,235,161,30,0,0,452,0,0,
30.04.2015,19:00:00,6723,6723,0,4652,1430,157,32,0,0,452,0,0,
30.04.2015,20:00:00,6750,6750,0,4790,1310,156,42,0,0,452,0,0,Evening Peak
30.04.2015,21:00:00,6812,6812,0,4982,1176,158,44,0,0,452,0,0,
30.04.2015,22:00:00,6656,6656,0,4838,1165,158,44,0,0,451,0,0,
30.04.2015,23:00:00,6462,6462,0,4663,1145,155,45,0,0,454,0,0,
30.04.2015,15:00:00,6087,6087,0,4532,903,156,44,0,0,452,0,0,Day Peak
30.04.2015,0:00:00,6122,6122,0,4608,865,152,43,0,0,454,0,0,
30.04.2015,14:00:00,5925,5925,0,4494,777,156,46,0,0,452,0,0,
30.04.2015,16:00:00,5802,5802,0,4450,701,155,44,0,0,452,0,0,
30.04.2015,18:00:00,5411,5411,0,4081,689,157,32,0,0,452,0,0,
30.04.2015,17:00:00,5703,5703,0,4401,650,158,42,0,0,452,0,0,
30.04.2015,13:00:00,5999,5999,0,4771,573,157,46,0,0,452,0,0,
30.04.2015,12:00:00,5867,5867,0,4661,560,148,46,0,0,452,0,0,
30.04.2015,11:00:00,5920,5920,0,4792,478,152,46,0,0,452,0,0,
30.04.2015,10:00:00,5873,5873,0,4751,472,152,46,0,0,452,0,0,
30.04.2015,9:00:00,5605,5605,0,4649,301,157,46,0,0,452,0,0,
30.04.2015,1:00:00,5809,5809,0,4901,257,154,46,0,0,451,0,0,
30.04.2015,8:00:00,5260,5260,0,4382,243,153,30,0,0,452,0,0,
30.04.2015,7:00:00,5044,5044,0,4195,201,153,44,0,0,451,0,0,
30.04.2015,2:00:00,5538,5538,0,4743,144,153,46,0,0,452,0,0,
30.04.2015,5:00:00,5287,5287,0,4495,140,154,46,0,0,452,0,0,
30.04.2015,3:00:00,5399,5399,0,4610,137,155,45,0,0,452,0,0,
30.04.2015,4:00:00,5297,5297,0,4510,136,155,44,0,0,452,0,0,
30.04.2015,6:00:00,4986,4986,0,4230,106,154,44,0,0,452,0,0,
01.05.2015,21:00:00,6727,6727,0,4519,1551,158,46,0,0,453,0,0,
01.05.2015,20:00:00,6690,6690,0,4538,1499,155,46,0,0,452,0,0,Evening Peak
01.05.2015,22:00:00,6507,6507,0,4495,1367,146,46,0,0,453,0,0,
01.05.2015,19:00:00,6413,6413,0,4454,1306,155,46,0,0,452,0,0,
01.05.2015,23:00:00,6238,6238,0,4515,1077,147,46,0,0,453,0,0,
01.05.2015,0:00:00,5895,5895,0,4566,688,142,46,0,0,453,0,0,
01.05.2015,1:00:00,5769,5769,0,4535,587,153,41,0,0,453,0,0,
01.05.2015,2:00:00,5504,5504,0,4540,317,154,40,0,0,453,0,0,
01.05.2015,18:00:00,4709,4709,0,3812,252,156,34,0,0,455,0,0,
01.05.2015,13:00:00,4565,4565,0,3714,194,161,40,0,0,456,0,0,
01.05.2015,16:00:00,4969,4969,0,4143,181,156,34,0,0,455,0,0,Day Peak
01.05.2015,14:00:00,4754,4754,0,3920,178,160,40,0,0,456,0,0,
01.05.2015,17:00:00,4737,4737,0,3925,164,159,34,0,0,455,0,0,
01.05.2015,3:00:00,5182,5182,0,4376,159,153,40,0,0,454,0,0,
01.05.2015,12:00:00,4552,4552,0,3737,158,161,40,0,0,456,0,0,
01.05.2015,4:00:00,4878,4878,0,4094,145,156,30,0,0,453,0,0,
01.05.2015,10:00:00,4220,4220,0,3442,119,157,46,0,0,456,0,0,
01.05.2015,5:00:00,4704,4704,0,3948,117,154,30,0,0,455,0,0,
01.05.2015,15:00:00,4842,4842,0,4094,91,157,44,0,0,456,0,0,
01.05.2015,6:00:00,4203,4203,0,3464,87,154,42,0,0,456,0,0,
01.05.2015,11:00:00,4443,4443,0,3709,79,159,40,0,0,456,0,0,
01.05.2015,8:00:00,3989,3989,0,3255,79,159,40,0,0,456,0,0,
01.05.2015,9:00:00,4052,4052,0,3330,78,159,30,0,0,455,0,0,
01.05.2015,7:00:00,3978,3978,0,3248,78,157,40,0,0,455,0,0,
02.05.2015,20:00:00,7002,7002,0,4537,1804,149,46,0,0,466,0,0,
02.05.2015,19:00:00,7037,7037,0,4618,1759,148,46,0,0,466,0,0,Evening Peak
02.05.2015,21:00:00,6884,6884,0,4724,1495,153,46,0,0,466,0,0,
02.05.2015,23:00:00,6267,6267,0,4540,1061,154,46,0,0,466,0,0,
02.05.2015,22:00:00,6415,6415,0,4778,974,151,46,0,0,466,0,0,
02.05.2015,12:00:00,5920,5920,0,4461,809,141,45,0,0,464,0,0,
02.05.2015,11:00:00,5694,5694,0,4322,722,144,42,0,0,464,0,0,
02.05.2015,0:00:00,5915,5915,0,4537,711,155,46,0,0,466,0,0,
02.05.2015,15:00:00,6011,6011,0,4666,687,149,43,0,0,466,0,0,Day Peak
02.05.2015,18:00:00,5672,5672,0,4339,675,148,44,0,0,466,0,0,
02.05.2015,10:00:00,5588,5588,0,4254,675,149,46,0,0,464,0,0,
02.05.2015,13:00:00,5772,5772,0,4443,667,253,44,0,0,465,0,0,
02.05.2015,16:00:00,5811,5811,0,4497,656,149,43,0,0,466,0,0,
02.05.2015,14:00:00,5735,5735,0,4510,562,154,43,0,0,466,0,0,
02.05.2015,17:00:00,5659,5659,0,4481,517,152,43,0,0,466,0,0,
02.05.2015,9:00:00,5235,5235,0,4174,402,149,46,0,0,464,0,0,
02.05.2015,1:00:00,5581,5581,0,4545,380,149,46,0,0,461,0,0,
02.05.2015,8:00:00,5043,5043,0,4117,270,146,46,0,0,464,0,0,
02.05.2015,3:00:00,5200,5200,0,4324,246,123,46,0,0,461,0,0,
02.05.2015,2:00:00,5320,5320,0,4437,226,150,46,0,0,461,0,0,
02.05.2015,7:00:00,4763,4763,0,3882,225,149,46,0,0,461,0,0,
02.05.2015,6:00:00,4663,4663,0,3812,197,149,44,0,0,461,0,0,
02.05.2015,5:00:00,5063,5063,0,4221,187,150,44,0,0,461,0,0,
02.05.2015,4:00:00,5065,5065,0,4239,169,152,44,0,0,461,0,0,
03.05.2015,19:00:00,7304,7304,0,4745,1895,154,44,0,0,466,0,0,Evening Peak
03.05.2015,20:00:00,7183,7183,0,4637,1878,158,44,0,0,466,0,0,
