Date,Time,Generation,Demand,Loadshed,Gas,Liquid Fuel,Coal,Hydro,Solar,Wind,Bheramara HVDC,Tripura,Adani,Remarks
14.03.2017,4:00:00,5033,5033,0,3974,258,165,70,0,0,512,60,0,
14.03.2017,5:00:00,4996,4996,0,3946,254,161,70,0,0,512,60,0,
15.03.2017,19:00:00,7715,7715,0,4579,2375,80,90,0,0,500,98,0,
15.03.2017,20:00:00,7780,7780,0,4674,2362,81,72,0,0,499,98,0,Evening Peak
15.03.2017,21:00:00,7766,7766,0,4750,2246,85,92,0,0,499,100,0,
15.03.2017,22:00:00,7293,7293,0,4677,1857,80,92,0,0,507,92,0,
15.03.2017,18:00:00,6391,6391,0,4143,1502,75,90,0,0,500,88,0,
15.03.2017,15:00:00,6404,6404,0,4276,1323,149,90,0,0,500,72,0,
15.03.2017,12:00:00,6425,6425,0,4341,1305,155,60,0,0,499,70,0,
15.03.2017,23:00:00,6743,6743,0,4702,1290,83,92,0,0,507,82,0,
15.03.2017,14:00:00,6288,6288,0,4245,1257,156,70,0,0,500,66,0,
15.03.2017,11:00:00,6401,6401,0,4368,1253,156,60,0,0,499,70,0,
15.03.2017,13:00:00,6534,6534,0,4512,1232,156,70,0,0,500,70,0,Day Peak
15.03.2017,16:00:00,6260,6260,0,4340,1182,81,92,0,0,500,72,0,
15.03.2017,17:00:00,6266,6266,0,4353,1175,83,90,0,0,500,70,0,
15.03.2017,10:00:00,6318,6318,0,4433,1109,154,60,0,0,499,68,0,
15.03.2017,0:00:00,6325,6325,0,4632,973,82,70,0,0,507,74,0,
15.03.2017,9:00:00,6319,6319,0,4571,973,155,60,0,0,499,66,0,
15.03.2017,8:00:00,5850,5850,0,4474,604,158,60,0,0,499,60,0,
15.03.2017,1:00:00,5517,5517,0,4312,413,157,65,0,0,500,66,0,
15.03.2017,7:00:00,5768,5768,0,4619,345,156,96,0,0,499,58,0,
15.03.2017,2:00:00,5201,5201,0,4121,300,156,65,0,0,500,64,0,
15.03.2017,6:00:00,5274,5274,0,4228,276,157,60,0,0,499,58,0,
15.03.2017,5:00:00,5030,5030,0,3965,272,158,80,0,0,500,60,0,
15.03.2017,3:00:00,5141,5141,0,4099,262,158,65,0,0,500,62,0,
15.03.2017,4:00:00,5003,5003,0,3941,262,158,85,0,0,500,62,0,
16.03.2017,19:00:00,8941,8941,0,4162,3948,83,134,0,0,512,102,0,
16.03.2017,20:00:00,7982,7982,0,4369,2816,82,109,0,0,512,100,0,Evening Peak
16.03.2017,21:00:00,7911,7911,0,4536,2615,85,71,0,0,512,91,0,
16.03.2017,18:00:00,6783,6783,0,3751,2288,82,72,0,0,512,84,0,
16.03.2017,22:00:00,7446,7446,0,4472,2198,83,96,0,0,512,90,0,
16.03.2017,13:00:00,6786,6786,0,4153,1881,84,90,0,0,512,72,0,Day Peak
16.03.2017,14:00:00,6441,6441,0,3864,1850,84,60,0,0,512,76,0,
16.03.2017,15:00:00,6585,6585,0,4029,1821,83,72,0,0,512,74,0,
16.03.2017,12:00:00,6713,6713,0,4143,1820,82,90,0,0,512,72,0,
16.03.2017,17:00:00,6490,6490,0,3916,1819,86,92,0,0,512,70,0,
16.03.2017,16:00:00,6591,6591,0,4044,1813,85,71,0,0,512,72,0,
16.03.2017,9:00:00,6227,6227,0,3784,1748,63,60,0,0,512,66,0,
16.03.2017,10:00:00,6365,6365,0,3923,1727,69,70,0,0,512,70,0,
16.03.2017,23:00:00,6883,6883,0,4420,1719,83,70,0,0,512,84,0,
16.03.2017,11:00:00,6571,6571,0,4122,1702,81,92,0,0,512,68,0,
16.03.2017,8:00:00,6066,6066,0,3867,1494,81,70,0,0,512,60,0,
16.03.2017,0:00:00,6391,6391,0,4568,1068,83,90,0,0,512,76,0,
16.03.2017,7:00:00,5835,5835,0,4061,1060,76,90,0,0,501,54,0,
16.03.2017,6:00:00,5296,5296,0,3912,678,82,70,0,0,501,54,0,
16.03.2017,1:00:00,5784,5784,0,4552,517,83,70,0,0,501,68,0,
16.03.2017,2:00:00,5513,5513,0,4473,325,83,70,0,0,501,68,0,
16.03.2017,3:00:00,5268,5268,0,4284,271,83,70,0,0,501,66,0,
16.03.2017,4:00:00,5138,5138,0,4156,270,83,70,0,0,501,66,0,
16.03.2017,5:00:00,5059,5059,0,4058,270,84,90,0,0,501,64,0,
17.03.2017,16:00:00,7624,7624,0,4328,2572,75,70,0,0,513,66,0,
17.03.2017,20:00:00,7441,7441,0,4696,2001,79,60,0,0,513,98,0,Evening Peak
17.03.2017,21:00:00,7549,7549,0,4869,1934,80,60,0,0,513,98,0,
17.03.2017,19:00:00,7370,7370,0,4715,1907,74,70,0,0,513,98,0,
17.03.2017,22:00:00,7348,7348,0,4802,1810,79,60,0,0,513,90,0,
17.03.2017,17:00:00,6563,6563,0,4265,1557,78,90,0,0,513,60,0,
17.03.2017,23:00:00,6709,6709,0,4759,1199,79,80,0,0,513,84,0,
17.03.2017,7:00:00,5835,5835,0,4061,1060,76,90,0,0,494,60,0,
17.03.2017,18:00:00,5778,5778,0,4238,789,80,90,0,0,513,74,0,
17.03.2017,0:00:00,6277,6277,0,4832,698,82,86,0,0,513,72,0,
17.03.2017,10:00:00,5583,5583,0,4378,685,80,90,0,0,512,56,0,
17.03.2017,11:00:00,5694,5694,0,4301,680,80,70,0,0,512,56,0,
17.03.2017,6:00:00,5296,5296,0,3912,678,82,70,0,0,494,60,0,
17.03.2017,13:00:00,5845,5845,0,4449,669,83,70,0,0,512,66,0,Day Peak
17.03.2017,12:00:00,5734,5734,0,4342,654,79,90,0,0,512,62,0,
17.03.2017,9:00:00,5588,5588,0,4427,642,83,90,0,0,512,52,0,
17.03.2017,15:00:00,5739,5739,0,4385,612,76,90,0,0,513,68,0,
17.03.2017,14:00:00,5514,5514,0,4209,594,78,60,0,0,513,66,0,
17.03.2017,8:00:00,5494,5494,0,4418,576,84,70,0,0,512,52,0,
17.03.2017,1:00:00,5784,5784,0,4552,517,83,70,0,0,512,68,0,
17.03.2017,2:00:00,5513,5513,0,4473,325,83,70,0,0,367,68,0,
17.03.2017,3:00:00,5268,5268,0,4284,271,83,70,0,0,494,66,0,
17.03.2017,4:00:00,5138,5138,0,4156,270,83,70,0,0,367,66,0,
17.03.2017,5:00:00,5059,5059,0,4058,270,84,90,0,0,367,64,0,
18.03.2017,19:00:00,7084,7084,0,4811,1577,66,76,0,0,511,52,0,
18.03.2017,20:00:00,7174,7174,0,4900,1546,78,80,0,0,511,68,0,Evening Peak
18.03.2017,21:00:00,7172,7172,0,4962,1468,78,80,0,0,511,82,0,
18.03.2017,22:00:00,6896,6896,0,4787,1367,80,80,0,0,511,80,0,
18.03.2017,23:00:00,6553,6553,0,4828,997,80,80,0,0,511,66,0,
18.03.2017,9:00:00,5643,5643,0,3967,952,80,82,0,0,511,58,0,
18.03.2017,18:00:00,5523,5523,0,3950,877,62,90,0,0,511,42,0,
18.03.2017,10:00:00,5502,5502,0,3925,868,80,62,0,0,511,62,0,
18.03.2017,13:00:00,5802,5802,0,4233,848,79,80,0,0,511,60,0,Day Peak
18.03.2017,15:00:00,5698,5698,0,4139,836,78,92,0,0,511,50,0,
18.03.2017,12:00:00,5741,5741,0,4197,824,78,84,0,0,511,56,0,
18.03.2017,16:00:00,5494,5494,0,3994,812,78,60,0,0,511,48,0,
18.03.2017,11:00:00,5588,5588,0,4055,811,80,82,0,0,511,58,0,
18.03.2017,14:00:00,5575,5575,0,4052,806,77,80,0,0,511,58,0,
18.03.2017,8:00:00,5585,5585,0,4081,788,83,62,0,0,511,66,0,
18.03.2017,17:00:00,5387,5387,0,3900,772,79,90,0,0,511,44,0,
18.03.2017,0:00:00,6068,6068,0,4787,555,80,84,0,0,511,60,0,
18.03.2017,7:00:00,5259,5259,0,4181,461,82,60,0,0,512,56,0,
18.03.2017,1:00:00,5787,5787,0,4782,424,80,70,0,0,365,70,0,
18.03.2017,3:00:00,5059,5059,0,4129,348,82,72,0,0,365,68,0,
18.03.2017,2:00:00,5467,5467,0,4539,346,81,72,0,0,365,68,0,
18.03.2017,6:00:00,4748,4748,0,3892,282,81,72,0,0,365,60,0,
18.03.2017,4:00:00,4773,4773,0,3921,270,83,72,0,0,365,66,0,
18.03.2017,5:00:00,4697,4697,0,3847,270,83,72,0,0,365,64,0,
19.03.2017,4:00:00,7178,7178,0,3963,2486,80,82,0,0,511,56,0,
19.03.2017,5:00:00,7166,7166,0,3947,2486,82,82,0,0,511,58,0,
19.03.2017,19:00:00,8026,8026,0,4911,2314,160,60,0,0,508,78,0,Evening Peak
19.03.2017,20:00:00,7932,7932,0,4909,2168,157,95,0,0,508,100,0,
19.03.2017,21:00:00,7715,7715,0,4839,2019,159,95,0,0,508,100,0,
19.03.2017,22:00:00,7232,7232,0,4682,1722,157,75,0,0,508,94,0,
19.03.2017,18:00:00,6854,6854,0,4704,1317,160,90,0,0,508,80,0,
19.03.2017,23:00:00,6826,6826,0,4666,1313,158,92,0,0,508,94,0,
19.03.2017,3:00:00,6083,6083,0,4062,1290,82,82,0,0,511,56,0,
19.03.2017,16:00:00,6687,6687,0,4651,1210,161,90,0,0,508,72,0,
19.03.2017,14:00:00,6580,6580,0,4575,1209,158,70,0,0,508,64,0,
19.03.2017,15:00:00,6667,6667,0,4657,1191,158,90,0,0,508,68,0,
19.03.2017,13:00:00,6726,6726,0,4771,1163,156,70,0,0,508,64,0,Day Peak
19.03.2017,11:00:00,6500,6500,0,4660,1111,75,92,0,0,511,56,0,
19.03.2017,12:00:00,6695,6695,0,4797,1109,134,90,0,0,511,62,0,
19.03.2017,10:00:00,6283,6283,0,4457,1099,76,90,0,0,511,56,0,
19.03.2017,9:00:00,5994,5994,0,4215,1078,79,65,0,0,511,52,0,
19.03.2017,17:00:00,6488,6488,0,4591,1076,158,90,0,0,508,76,0,
19.03.2017,0:00:00,6439,6439,0,4560,1044,160,92,0,0,508,80,0,
19.03.2017,8:00:00,5809,5809,0,4163,938,80,65,0,0,511,58,0,
19.03.2017,7:00:00,5478,5478,0,4283,464,78,94,0,0,511,54,0,
19.03.2017,1:00:00,5650,5650,0,4557,366,81,83,0,0,511,58,0,
19.03.2017,2:00:00,5278,5278,0,4235,317,81,82,0,0,511,58,0,
19.03.2017,6:00:00,5069,5069,0,4063,295,80,72,0,0,511,54,0,
20.03.2017,20:00:00,7333,7333,0,4550,1969,156,86,0,0,508,82,0,Evening Peak
20.03.2017,19:00:00,7238,7238,0,4549,1879,160,66,0,0,508,94,0,
20.03.2017,21:00:00,6860,6860,0,4318,1722,159,86,0,0,508,86,0,
20.03.2017,22:00:00,6027,6027,0,4011,1222,158,66,0,0,508,80,0,
20.03.2017,18:00:00,6242,6242,0,4296,1155,159,66,0,0,508,76,0,
20.03.2017,13:00:00,6328,6328,0,4573,938,159,90,0,0,508,66,0,Day Peak
20.03.2017,14:00:00,5992,5992,0,4268,938,159,60,0,0,508,64,0,
20.03.2017,15:00:00,6049,6049,0,4383,908,160,86,0,0,508,10,0,
20.03.2017,12:00:00,6148,6148,0,4440,891,157,90,0,0,508,68,0,
20.03.2017,16:00:00,6088,6088,0,4389,881,159,86,0,0,508,70,0,
20.03.2017,17:00:00,5991,5991,0,4334,872,161,66,0,0,508,68,0,
20.03.2017,11:00:00,6023,6023,0,4359,850,154,90,0,0,508,68,0,
20.03.2017,10:00:00,5965,5965,0,4414,749,158,70,0,0,508,72,0,
20.03.2017,1:00:00,5871,5871,0,4455,586,159,92,0,0,508,76,0,
20.03.2017,23:00:00,5271,5271,0,3895,583,161,80,0,0,508,62,0,
20.03.2017,9:00:00,5661,5661,0,4261,577,157,90,0,0,508,74,0,
20.03.2017,2:00:00,5409,5409,0,4177,434,152,70,0,0,508,74,0,
20.03.2017,8:00:00,5230,5230,0,4034,391,157,80,0,0,508,66,0,
20.03.2017,7:00:00,5462,5462,0,4269,382,157,90,0,0,508,62,0,
20.03.2017,3:00:00,5242,5242,0,4053,377,151,90,0,0,508,70,0,
20.03.2017,0:00:00,4899,4899,0,3772,344,163,60,0,0,508,70,0,
20.03.2017,6:00:00,5266,5266,0,4114,337,155,90,0,0,508,68,0,
20.03.2017,4:00:00,5157,5157,0,4038,302,155,90,0,0,508,70,0,
20.03.2017,5:00:00,5099,5099,0,3991,292,156,90,0,0,508,68,0,
21.03.2017,19:00:00,7779,7779,0,4707,2216,155,96,0,0,509,102,0,
21.03.2017,20:00:00,7867,7867,0,4886,2132,148,94,0,0,509,104,0,Evening Peak
21.03.2017,21:00:00,7768,7768,0,4831,2097,155,82,0,0,508,100,0,
21.03.2017,22:00:00,7278,7278,0,4696,1766,159,62,0,0,508,92,0,
21.03.2017,18:00:00,6362,6362,0,4189,1376,160,60,0,0,509,74,0,
21.03.2017,23:00:00,6866,6866,0,4839,1218,158,62,0,0,508,86,0,
21.03.2017,0:00:00,6738.5,6738.5,0,4819.5,1107.5,159,66,0,0,508,83,0,
21.03.2017,17:00:00,6130,6130,0,4430,909,161,67,0,0,509,60,0,
21.03.2017,14:00:00,6011,6011,0,4359,871,160,72,0,0,509,46,0,
21.03.2017,16:00:00,6187,6187,0,4542,858,159,65,0,0,509,60,0,Day Peak
21.03.2017,12:00:00,6004,6004,0,4347,837,164,92,0,0,509,60,0,
21.03.2017,13:00:00,6087,6087,0,4467,834,163,72,0,0,509,48,0,
21.03.2017,11:00:00,5944,5944,0,4302,823,164,92,0,0,509,60,0,
21.03.2017,15:00:00,6124,6124,0,4521,814,161,62,0,0,509,62,0,
21.03.2017,10:00:00,5722,5722,0,4174,730,165,92,0,0,509,56,0,
21.03.2017,9:00:00,5499,5499,0,4230,551,165,60,0,0,509,54,0,
21.03.2017,8:00:00,4967,4967,0,3933,398,162,92,0,0,509,62,0,
21.03.2017,7:00:00,4631,4631,0,3654,360,163,82,0,0,323,52,0,
21.03.2017,6:00:00,4238,4238,0,3292,350,164,60,0,0,323,52,0,
21.03.2017,2:00:00,4333,4333,0,3327,315,163,90,0,0,323,60,0,
21.03.2017,1:00:00,4613,4613,0,3491,314,164,90,0,0,508,64,0,
21.03.2017,5:00:00,4134,4134,0,3234,305,161,62,0,0,323,52,0,
21.03.2017,3:00:00,4198,4198,0,3320,282,165,66,0,0,323,58,0,
21.03.2017,4:00:00,4118,4118,0,3216,282,163,93,0,0,323,56,0,
22.03.2017,20:00:00,8116,8116,0,4873,2404,159,71,0,0,505,106,0,Evening Peak
22.03.2017,19:00:00,8014,8014,0,4817,2359,160,70,0,0,509,104,0,
22.03.2017,21:00:00,8116,8116,0,4962,2300,158,90,0,0,508,102,0,
22.03.2017,22:00:00,7723,7723,0,4947,1922,160,90,0,0,508,100,0,
22.03.2017,18:00:00,6789,6789,0,4403,1543,161,90,0,0,509,88,0,
22.03.2017,23:00:00,7057,7057,0,4799,1435,161,70,0,0,508,88,0,
22.03.2017,17:00:00,6403,6403,0,4448,1139,159,74,0,0,509,80,0,
22.03.2017,15:00:00,6544,6544,0,4595,1135,160,70,0,0,509,80,0,
22.03.2017,16:00:00,6592,6592,0,4641,1127,158,90,0,0,509,72,0,Day Peak
22.03.2017,13:00:00,6456,6456,0,4604,1060,161,50,0,0,509,78,0,
22.03.2017,14:00:00,6335,6335,0,4460,1048,162,82,0,0,509,80,0,
22.03.2017,0:00:00,6611,6611,0,4800,997,160,70,0,0,508,80,0,
22.03.2017,12:00:00,6420,6420,0,4640,988,161,50,0,0,509,78,0,
22.03.2017,11:00:00,6364,6364,0,4644,936,160,50,0,0,509,70,0,
22.03.2017,10:00:00,6291,6291,0,4586,917,161,50,0,0,509,74,0,
22.03.2017,9:00:00,6277,6277,0,4511,880,163,92,0,0,509,68,0,
22.03.2017,8:00:00,5955,5955,0,4368,794,162,62,0,0,509,66,0,
22.03.2017,7:00:00,5693,5693,0,4342,549,163,72,0,0,509,64,0,
22.03.2017,1:00:00,5704,5704,0,4421,473,157,80,0,0,509,70,0,
22.03.2017,2:00:00,5317,5317,0,4179,360,157,50,0,0,509,68,0,
22.03.2017,6:00:00,5291,5291,0,4194,310,162,60,0,0,509,62,0,
22.03.2017,3:00:00,5245,5245,0,4133,304,159,80,0,0,509,66,0,
22.03.2017,5:00:00,5136,5136,0,4091,256,160,60,0,0,509,66,0,
22.03.2017,4:00:00,5113,5113,0,4049,256,161,80,0,0,509,64,0,
23.03.2017,20:00:00,8375,8375,0,4885,2618,161,96,0,0,511,108,0,Evening Peak
23.03.2017,21:00:00,8334,8334,0,4954,2508,160,96,0,0,511,110,0,
23.03.2017,19:00:00,8261,8261,0,4972,2423,158,96,0,0,511,106,0,
23.03.2017,22:00:00,8074,8074,0,4965,2288,161,76,0,0,511,108,0,
23.03.2017,23:00:00,7507,7507,0,4787,1880,160,85,0,0,511,100,0,
23.03.2017,18:00:00,6968,6968,0,4514,1619,159,70,0,0,511,100,0,
23.03.2017,12:00:00,7059,7059,0,4803,1428,162,78,0,0,511,82,0,
23.03.2017,13:00:00,7124,7124,0,4867,1427,164,78,0,0,511,82,0,Day Peak
23.03.2017,15:00:00,7034,7034,0,4776,1423,165,78,0,0,511,86,0,
23.03.2017,14:00:00,6935,6935,0,4678,1423,162,78,0,0,511,88,0,
23.03.2017,16:00:00,6941,6941,0,4709,1406,159,79,0,0,511,82,0,
23.03.2017,17:00:00,6819,6819,0,4555,1389,159,130,0,0,511,82,0,
23.03.2017,11:00:00,6834,6834,0,4695,1313,164,78,0,0,511,78,0,
23.03.2017,0:00:00,6984,6984,0,4896,1254,161,90,0,0,511,90,0,
23.03.2017,10:00:00,6729,6729,0,4649,1252,164,80,0,0,510,78,0,
23.03.2017,9:00:00,6562,6562,0,4524,1206,162,90,0,0,510,74,0,
23.03.2017,8:00:00,6243,6243,0,4423,1014,160,70,0,0,510,70,0,
23.03.2017,1:00:00,6045,6045,0,4650,589,158,70,0,0,510,74,0,
23.03.2017,2:00:00,5812,5812,0,4408,577,160,90,0,0,510,72,0,
23.03.2017,3:00:00,5669,5669,0,4346,496,161,90,0,0,510,70,0,
23.03.2017,7:00:00,5886,5886,0,4587,477,162,90,0,0,510,64,0,
23.03.2017,4:00:00,5515,5515,0,4295,395,159,90,0,0,510,70,0,
23.03.2017,6:00:00,5527,5527,0,4349,377,159,70,0,0,510,66,0,
23.03.2017,5:00:00,5450,5450,0,4251,375,159,90,0,0,510,68,0,
24.03.2017,20:00:00,8066,8066,0,4819,2386,156,96,0,0,506,108,0,Evening Peak
24.03.2017,21:00:00,8112,8112,0,4934,2335,156,96,0,0,506,90,0,
24.03.2017,19:00:00,7831,7831,0,4874,2142,152,66,0,0,506,96,0,
24.03.2017,22:00:00,7906,7906,0,4935,2113,155,96,0,0,506,112,0,
24.03.2017,23:00:00,7617,7617,0,4953,1798,157,96,0,0,506,112,0,
24.03.2017,0:00:00,7043,7043,0,4851,1338,159,96,0,0,506,98,0,
24.03.2017,18:00:00,6133,6133,0,4338,1019,154,30,0,0,506,92,0,
24.03.2017,13:00:00,6226,6226,0,4502,901,156,90,0,0,506,76,0,
24.03.2017,16:00:00,6216,6216,0,4543,895,156,30,0,0,506,90,0,
24.03.2017,1:00:00,6508,6508,0,4921,894,162,90,0,0,360,80,0,
24.03.2017,15:00:00,6226,6226,0,4514,888,156,70,0,0,506,96,0,Day Peak
24.03.2017,14:00:00,5972,5972,0,4252,883,158,90,0,0,506,88,0,
24.03.2017,17:00:00,6016,6016,0,4398,849,154,30,0,0,506,84,0,
24.03.2017,12:00:00,6044,6044,0,4455,770,158,90,0,0,506,70,0,
24.03.2017,2:00:00,6222,6222,0,4882,671,161,70,0,0,360,78,0,
24.03.2017,11:00:00,5810,5810,0,4366,623,162,92,0,0,506,66,0,
24.03.2017,9:00:00,5859,5859,0,4482,583,161,72,0,0,506,60,0,
24.03.2017,10:00:00,5593,5593,0,4245,534,160,92,0,0,506,62,0,
24.03.2017,3:00:00,6060,6060,0,4873,524,164,70,0,0,360,74,0,
24.03.2017,8:00:00,5785,5785,0,4503,493,160,72,0,0,540,56,0,
24.03.2017,4:00:00,5967,5967,0,4813,481,165,80,0,0,360,72,0,
24.03.2017,5:00:00,5762,5762,0,4697,415,165,60,0,0,360,70,0,
24.03.2017,7:00:00,5821,5821,0,4670,335,160,90,0,0,360,66,0,
24.03.2017,6:00:00,5749,5749,0,4750,331,162,80,0,0,360,70,0,
25.03.2017,21:00:00,7415,7415,0,4844,1799,146,32,0,0,501,98,0,
25.03.2017,20:00:00,7392,7392,0,4828,1761,157,50,0,0,501,100,0,Evening Peak
25.03.2017,19:00:00,7182,7182,0,4680,1704,158,50,0,0,501,94,0,
25.03.2017,22:00:00,7112,7112,0,4833,1465,146,76,0,0,501,96,0,
25.03.2017,23:00:00,6715,6715,0,4713,1178,164,76,0,0,501,88,0,
25.03.2017,1:00:00,6708,6708,0,4919,992,158,90,0,0,355,96,0,
25.03.2017,18:00:00,5891,5891,0,4242,884,159,30,0,0,501,80,0,
25.03.2017,2:00:00,6485,6485,0,4911,799,161,70,0,0,355,94,0,
25.03.2017,16:00:00,5549,5549,0,4032,754,161,30,0,0,501,76,0,
25.03.2017,17:00:00,5423,5423,0,3949,712,160,30,0,0,501,76,0,
25.03.2017,15:00:00,5393,5393,0,3908,699,162,50,0,0,501,78,0,
25.03.2017,13:00:00,4974,4974,0,3606,650,164,0,0,0,501,58,0,
25.03.2017,3:00:00,6306,6306,0,4889,646,161,70,0,0,355,90,0,
25.03.2017,14:00:00,5098,5098,0,3743,632,159,60,0,0,501,68,0,
25.03.2017,0:00:00,6108,6108,0,4695,601,165,74,0,0,501,78,0,
25.03.2017,12:00:00,4557,4557,0,3343,526,157,0,0,0,501,36,0,
25.03.2017,9:00:00,4617,4617,0,3337,488,161,52,0,0,501,84,0,
25.03.2017,8:00:00,4952,4952,0,3766,480,162,70,0,0,501,80,0,
25.03.2017,4:00:00,6081,6081,0,4852,444,159,90,0,0,355,86,0,
25.03.2017,11:00:00,3908,3908,0,2815,416,159,0,0,0,501,22,0,
25.03.2017,5:00:00,5752,5752,0,4562,414,156,90,0,0,355,80,0,
25.03.2017,7:00:00,5362,5362,0,4280,401,160,65,0,0,501,66,0,
25.03.2017,6:00:00,5572,5572,0,4413,382,163,90,0,0,355,74,0,Day Peak
25.03.2017,10:00:00,3614,3614,0,2599,354,161,22,0,0,501,84,0,
26.03.2017,20:00:00,10832,10832,0,4965,4956,156,136,0,0,503,116,0,Evening Peak
26.03.2017,19:00:00,7496,7496,0,4678,1954,158,96,0,0,503,112,0,
26.03.2017,21:00:00,7868,7868,0,5048,1913,159,136,0,0,503,114,0,
26.03.2017,22:00:00,7547,7547,0,5068,1578,158,136,0,0,503,108,0,
26.03.2017,23:00:00,7215,7215,0,5025,1290,159,136,0,0,503,106,0,
26.03.2017,18:00:00,5915,5915,0,3812,1287,157,70,0,0,503,90,0,
26.03.2017,17:00:00,5630,5630,0,3880,942,161,70,0,0,503,78,0,
26.03.2017,0:00:00,6634,6634,0,4905,877,159,96,0,0,503,98,0,
26.03.2017,16:00:00,5879,5879,0,4224,848,156,70,0,0,503,82,0,
26.03.2017,15:00:00,6016,6016,0,4398,807,160,70,0,0,503,82,0,
26.03.2017,14:00:00,5978,5978,0,4471,681,155,90,0,0,503,82,0,
26.03.2017,13:00:00,6044,6044,0,4606,612,160,90,0,0,503,78,0,Day Peak
26.03.2017,1:00:00,5690,5690,0,4534,486,170,70,0,0,358,74,0,
26.03.2017,12:00:00,5606,5606,0,4344,442,159,90,0,0,503,72,0,
26.03.2017,2:00:00,5400,5400,0,4325,395,166,90,0,0,358,70,0,
26.03.2017,11:00:00,5330,5330,0,4154,361,159,90,0,0,503,62,0,
26.03.2017,9:00:00,5119,5119,0,3969,357,161,70,0,0,503,62,0,
26.03.2017,3:00:00,5255,5255,0,4227,350,168,90,0,0,358,66,0,
26.03.2017,10:00:00,5125,5125,0,3979,337,157,90,0,0,503,62,0,
26.03.2017,4:00:00,5095,5095,0,4129,314,164,70,0,0,358,64,0,
26.03.2017,8:00:00,5035,5035,0,3941,305,158,70,0,0,503,62,0,
26.03.2017,5:00:00,5002,5002,0,4023,304,163,90,0,0,358,68,0,
26.03.2017,6:00:00,4943,4943,0,3972,304,161,90,0,0,358,62,0,
26.03.2017,7:00:00,4947,4947,0,3974,272,160,70,0,0,358,62,0,
27.03.2017,20:00:00,8548,8548,0,5178,2471,148,127,0,0,504,124,0,Evening Peak
27.03.2017,21:00:00,8615,8615,0,5246,2464,150,131,0,0,504,124,0,
27.03.2017,19:00:00,8418,8418,0,5154,2367,150,125,0,0,504,122,0,
27.03.2017,22:00:00,8289,8289,0,5196,2202,152,125,0,0,504,114,0,
27.03.2017,23:00:00,8113,8113,0,5206,2012,157,126,0,0,504,112,0,
27.03.2017,0:00:00,7693,7693,0,5158,1681,161,90,0,0,504,104,0,
27.03.2017,18:00:00,7074,7074,0,4681,1542,148,103,0,0,504,100,0,
27.03.2017,15:00:00,7296,7296,0,5038,1431,147,90,0,0,504,90,0,Day Peak
27.03.2017,13:00:00,7027,7027,0,4826,1370,151,90,0,0,504,90,0,
27.03.2017,14:00:00,7024,7024,0,4831,1369,152,90,0,0,504,82,0,
27.03.2017,12:00:00,6838,6838,0,4638,1333,154,129,0,0,504,84,0,
27.03.2017,16:00:00,7228,7228,0,5035,1320,150,125,0,0,504,98,0,
27.03.2017,17:00:00,7006,7006,0,4900,1266,149,105,0,0,504,86,0,
27.03.2017,10:00:00,6541,6541,0,4457,1215,157,129,0,0,504,86,0,
27.03.2017,11:00:00,6751,6751,0,4683,1198,157,129,0,0,504,84,0,
27.03.2017,9:00:00,6385,6385,0,4617,900,156,128,0,0,504,84,0,
27.03.2017,8:00:00,5951,5951,0,4488,640,155,90,0,0,504,78,0,
27.03.2017,1:00:00,6093,6093,0,4634,619,159,92,0,0,507,90,0,
27.03.2017,2:00:00,5840,5840,0,4434,566,162,92,0,0,507,86,0,
27.03.2017,3:00:00,5588,5588,0,4235,513,163,91,0,0,507,86,0,
27.03.2017,4:00:00,5588,5588,0,4266,508,160,70,0,0,507,86,0,
27.03.2017,7:00:00,5692,5692,0,4371,499,160,90,0,0,507,72,0,
27.03.2017,5:00:00,5575,5575,0,4260,494,160,80,0,0,507,82,0,
27.03.2017,6:00:00,5562,5562,0,4254,480,160,90,0,0,507,78,0,
28.03.2017,20:00:00,8737,8737,0,4979,2877,152,120,0,0,504,118,0,Evening Peak
28.03.2017,21:00:00,8644,8644,0,5051,2703,152,120,0,0,504,126,0,
28.03.2017,19:00:00,8537,8537,0,4949,2699,153,120,0,0,504,125,0,
28.03.2017,22:00:00,8423,8423,0,4994,2544,151,120,0,0,496,122,0,
28.03.2017,23:00:00,7978,7978,0,4876,2231,152,115,0,0,496,112,0,
28.03.2017,18:00:00,7053,7053,0,4379,1817,156,110,0,0,504,100,0,
28.03.2017,0:00:00,7550,7550,0,4960,1729,153,115,0,0,496,102,0,
28.03.2017,16:00:00,7107,7107,0,4615,1645,158,110,0,0,497,80,0,Day Peak
28.03.2017,17:00:00,6986,6986,0,4502,1638,157,110,0,0,497,80,0,
28.03.2017,15:00:00,6950,6950,0,4668,1428,164,115,0,0,497,76,0,
28.03.2017,14:00:00,6674,6674,0,4536,1277,160,120,0,0,497,120,0,
28.03.2017,13:00:00,6670,6670,0,4628,1186,161,121,0,0,504,76,0,
28.03.2017,1:00:00,7060,7060,0,5102,1118,161,85,0,0,504,96,0,
28.03.2017,10:00:00,6530,6530,0,4630,1074,159,90,0,0,504,78,0,
28.03.2017,12:00:00,6507,6507,0,4603,1049,160,118,0,0,504,78,0,
28.03.2017,11:00:00,6541,6541,0,4662,1048,161,90,0,0,504,82,0,
28.03.2017,2:00:00,6843,6843,0,4959,1044,157,90,0,0,504,94,0,
